id,year,name,country,league_name
1,2016,USA MLS,USA,MLS
16,2015,USA MLS,USA,MLS
23,2014,USA MLS,USA,MLS
24,2013,USA MLS,USA,MLS
163,2017,USA MLS,USA,MLS
1076,2018,USA MLS,USA,MLS
1846,2019,USA MLS,USA,MLS
4227,2012,USA MLS,USA,MLS
4235,2011,USA MLS,USA,MLS
4241,2010,USA MLS,USA,MLS
4473,2020,USA MLS,USA,MLS
5674,2021,USA MLS,USA,MLS
6969,2022,USA MLS,USA,MLS
2,20162017,Scotland Premiership,Scotland,Premiership
164,20172018,Scotland Premiership,Scotland,Premiership
167,20152016,Scotland Premiership,Scotland,Premiership
168,20142015,Scotland Premiership,Scotland,Premiership
169,20132014,Scotland Premiership,Scotland,Premiership
223,20122013,Scotland Premiership,Scotland,Premiership
1600,20182019,Scotland Premiership,Scotland,Premiership
2361,20192020,Scotland Premiership,Scotland,Premiership
4478,20202021,Scotland Premiership,Scotland,Premiership
5992,20212022,Scotland Premiership,Scotland,Premiership
3,20162017,Germany Bundesliga,Germany,Bundesliga
4,20152016,Germany Bundesliga,Germany,Bundesliga
5,20142015,Germany Bundesliga,Germany,Bundesliga
7,20132014,Germany Bundesliga,Germany,Bundesliga
177,20172018,Germany Bundesliga,Germany,Bundesliga
1636,20182019,Germany Bundesliga,Germany,Bundesliga
4105,20122013,Germany Bundesliga,Germany,Bundesliga
4123,20112012,Germany Bundesliga,Germany,Bundesliga
4133,20102011,Germany Bundesliga,Germany,Bundesliga
4140,20092010,Germany Bundesliga,Germany,Bundesliga
4392,20192020,Germany Bundesliga,Germany,Bundesliga
4624,20082009,Germany Bundesliga,Germany,Bundesliga
4628,20072008,Germany Bundesliga,Germany,Bundesliga
4629,20062007,Germany Bundesliga,Germany,Bundesliga
4673,20202021,Germany Bundesliga,Germany,Bundesliga
6192,20212022,Germany Bundesliga,Germany,Bundesliga
6,20162017,Europe UEFA Champions League,Europe,UEFA Champions League
157,20152016,Europe UEFA Champions League,Europe,UEFA Champions League
158,20142015,Europe UEFA Champions League,Europe,UEFA Champions League
159,20132014,Europe UEFA Champions League,Europe,UEFA Champions League
247,20172018,Europe UEFA Champions League,Europe,UEFA Champions League
1534,20182019,Europe UEFA Champions League,Europe,UEFA Champions League
2202,20192020,Europe UEFA Champions League,Europe,UEFA Champions League
4053,20122013,Europe UEFA Champions League,Europe,UEFA Champions League
4062,20112012,Europe UEFA Champions League,Europe,UEFA Champions League
4071,20102011,Europe UEFA Champions League,Europe,UEFA Champions League
4081,20092010,Europe UEFA Champions League,Europe,UEFA Champions League
4655,20202021,Europe UEFA Champions League,Europe,UEFA Champions League
5977,20212022,Europe UEFA Champions League,Europe,UEFA Champions League
8,2016,Malaysia Super League,Malaysia,Super League
15,2017,Malaysia Super League,Malaysia,Super League
992,2018,Malaysia Super League,Malaysia,Super League
1859,2019,Malaysia Super League,Malaysia,Super League
3213,2015,Malaysia Super League,Malaysia,Super League
3218,2014,Malaysia Super League,Malaysia,Super League
3693,2020,Malaysia Super League,Malaysia,Super League
5624,2021,Malaysia Super League,Malaysia,Super League
7044,2022,Malaysia Super League,Malaysia,Super League
9,20162017,England Premier League,England,Premier League
10,20152016,England Premier League,England,Premier League
11,20142015,England Premier League,England,Premier League
12,20132014,England Premier League,England,Premier League
161,20172018,England Premier League,England,Premier League
246,20122013,England Premier League,England,Premier League
1625,20182019,England Premier League,England,Premier League
2012,20192020,England Premier League,England,Premier League
3119,20112012,England Premier League,England,Premier League
3121,20102011,England Premier League,England,Premier League
3125,20092010,England Premier League,England,Premier League
3131,20082009,England Premier League,England,Premier League
3137,20072008,England Premier League,England,Premier League
4759,20202021,England Premier League,England,Premier League
6135,20212022,England Premier League,England,Premier League
13,20162017,Portugal Liga NOS,Portugal,Liga NOS
14,20152016,Portugal Liga NOS,Portugal,Liga NOS
17,20142015,Portugal Liga NOS,Portugal,Liga NOS
18,20132014,Portugal Liga NOS,Portugal,Liga NOS
173,20172018,Portugal Liga NOS,Portugal,Liga NOS
1593,20182019,Portugal Liga NOS,Portugal,Liga NOS
2321,20192020,Portugal Liga NOS,Portugal,Liga NOS
4225,20122013,Portugal Liga NOS,Portugal,Liga NOS
4232,20112012,Portugal Liga NOS,Portugal,Liga NOS
4238,20102011,Portugal Liga NOS,Portugal,Liga NOS
4885,20202021,Portugal Liga NOS,Portugal,Liga NOS
6117,20212022,Portugal Liga NOS,Portugal,Liga NOS
19,20162017,Turkey Süper Lig,Turkey,Süper Lig
20,20152016,Turkey Süper Lig,Turkey,Süper Lig
21,20142015,Turkey Süper Lig,Turkey,Süper Lig
175,20172018,Turkey Süper Lig,Turkey,Süper Lig
1614,20182019,Turkey Süper Lig,Turkey,Süper Lig
2648,20192020,Turkey Süper Lig,Turkey,Süper Lig
4840,20202021,Turkey Süper Lig,Turkey,Süper Lig
6125,20212022,Turkey Süper Lig,Turkey,Süper Lig
22,20162017,England Championship,England,Championship
25,20152016,England Championship,England,Championship
26,20142015,England Championship,England,Championship
27,20132014,England Championship,England,Championship
165,20172018,England Championship,England,Championship
1624,20182019,England Championship,England,Championship
2187,20192020,England Championship,England,Championship
3141,20122013,England Championship,England,Championship
3143,20112012,England Championship,England,Championship
3146,20102011,England Championship,England,Championship
3147,20092010,England Championship,England,Championship
3148,20082009,England Championship,England,Championship
4912,20202021,England Championship,England,Championship
6089,20212022,England Championship,England,Championship
28,20162017,England EFL League One,England,EFL League One
29,20152016,England EFL League One,England,EFL League One
30,20142015,England EFL League One,England,EFL League One
31,20132014,England EFL League One,England,EFL League One
166,20172018,England EFL League One,England,EFL League One
1564,20182019,England EFL League One,England,EFL League One
2191,20192020,England EFL League One,England,EFL League One
3950,20122013,England EFL League One,England,EFL League One
3951,20092010,England EFL League One,England,EFL League One
3952,20112012,England EFL League One,England,EFL League One
4845,20202021,England EFL League One,England,EFL League One
4923,20102011,England EFL League One,England,EFL League One
6017,20212022,England EFL League One,England,EFL League One
32,20162017,England EFL League Two,England,EFL League Two
33,20152016,England EFL League Two,England,EFL League Two
170,20172018,England EFL League Two,England,EFL League Two
1574,20182019,England EFL League Two,England,EFL League Two
2192,20192020,England EFL League Two,England,EFL League Two
4844,20202021,England EFL League Two,England,EFL League Two
6015,20212022,England EFL League Two,England,EFL League Two
34,20162017,Spain La Liga,Spain,La Liga
35,20152016,Spain La Liga,Spain,La Liga
36,20142015,Spain La Liga,Spain,La Liga
37,20132014,Spain La Liga,Spain,La Liga
38,20122013,Spain La Liga,Spain,La Liga
171,20172018,Spain La Liga,Spain,La Liga
1677,20182019,Spain La Liga,Spain,La Liga
2319,20192020,Spain La Liga,Spain,La Liga
3631,20112012,Spain La Liga,Spain,La Liga
3632,20102011,Spain La Liga,Spain,La Liga
3636,20092010,Spain La Liga,Spain,La Liga
3637,20082009,Spain La Liga,Spain,La Liga
4944,20202021,Spain La Liga,Spain,La Liga
6211,20212022,Spain La Liga,Spain,La Liga
39,20162017,Spain Segunda División,Spain,Segunda División
40,20152016,Spain Segunda División,Spain,Segunda División
41,20142015,Spain Segunda División,Spain,Segunda División
42,20132014,Spain Segunda División,Spain,Segunda División
43,20122013,Spain Segunda División,Spain,Segunda División
172,20172018,Spain Segunda División,Spain,Segunda División
1670,20182019,Spain Segunda División,Spain,Segunda División
2415,20192020,Spain Segunda División,Spain,Segunda División
4167,20112012,Spain Segunda División,Spain,Segunda División
4245,20102011,Spain Segunda División,Spain,Segunda División
4249,20092010,Spain Segunda División,Spain,Segunda División
4842,20202021,Spain Segunda División,Spain,Segunda División
6120,20212022,Spain Segunda División,Spain,Segunda División
44,2016,Norway Eliteserien,Norway,Eliteserien
45,2015,Norway Eliteserien,Norway,Eliteserien
46,2017,Norway Eliteserien,Norway,Eliteserien
993,2018,Norway Eliteserien,Norway,Eliteserien
1839,2019,Norway Eliteserien,Norway,Eliteserien
3695,2020,Norway Eliteserien,Norway,Eliteserien
4224,2014,Norway Eliteserien,Norway,Eliteserien
4231,2013,Norway Eliteserien,Norway,Eliteserien
4237,2012,Norway Eliteserien,Norway,Eliteserien
4242,2011,Norway Eliteserien,Norway,Eliteserien
4244,2010,Norway Eliteserien,Norway,Eliteserien
5496,2021,Norway Eliteserien,Norway,Eliteserien
7048,2022,Norway Eliteserien,Norway,Eliteserien
47,20162017,Turkey 1. Lig,Turkey,1. Lig
48,20152016,Turkey 1. Lig,Turkey,1. Lig
49,20142015,Turkey 1. Lig,Turkey,1. Lig
50,20132014,Turkey 1. Lig,Turkey,1. Lig
176,20172018,Turkey 1. Lig,Turkey,1. Lig
1615,20182019,Turkey 1. Lig,Turkey,1. Lig
2649,20192020,Turkey 1. Lig,Turkey,1. Lig
4908,20202021,Turkey 1. Lig,Turkey,1. Lig
6126,20212022,Turkey 1. Lig,Turkey,1. Lig
51,20162017,Netherlands Eredivisie,Netherlands,Eredivisie
52,20152016,Netherlands Eredivisie,Netherlands,Eredivisie
53,20142015,Netherlands Eredivisie,Netherlands,Eredivisie
54,20132014,Netherlands Eredivisie,Netherlands,Eredivisie
178,20172018,Netherlands Eredivisie,Netherlands,Eredivisie
1585,20182019,Netherlands Eredivisie,Netherlands,Eredivisie
2272,20192020,Netherlands Eredivisie,Netherlands,Eredivisie
4226,20122013,Netherlands Eredivisie,Netherlands,Eredivisie
4234,20112012,Netherlands Eredivisie,Netherlands,Eredivisie
4746,20202021,Netherlands Eredivisie,Netherlands,Eredivisie
5951,20212022,Netherlands Eredivisie,Netherlands,Eredivisie
55,20162017,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
56,20152016,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
57,20142015,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
179,20172018,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
1584,20182019,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
2273,20192020,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
4228,20132014,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
4236,20122013,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
4243,20112012,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
4246,20102011,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
4247,20092010,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
4748,20202021,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
5950,20212022,Netherlands Eerste Divisie,Netherlands,Eerste Divisie
58,2017,Finland Veikkausliiga,Finland,Veikkausliiga
59,2016,Finland Veikkausliiga,Finland,Veikkausliiga
60,2014,Finland Veikkausliiga,Finland,Veikkausliiga
72,2015,Finland Veikkausliiga,Finland,Veikkausliiga
1191,2018,Finland Veikkausliiga,Finland,Veikkausliiga
1874,2019,Finland Veikkausliiga,Finland,Veikkausliiga
3645,2020,Finland Veikkausliiga,Finland,Veikkausliiga
5477,2021,Finland Veikkausliiga,Finland,Veikkausliiga
61,2017,Finland Ykkönen,Finland,Ykkönen
62,2016,Finland Ykkönen,Finland,Ykkönen
63,2015,Finland Ykkönen,Finland,Ykkönen
64,2014,Finland Ykkönen,Finland,Ykkönen
1192,2018,Finland Ykkönen,Finland,Ykkönen
1875,2019,Finland Ykkönen,Finland,Ykkönen
3818,2020,Finland Ykkönen,Finland,Ykkönen
5478,2021,Finland Ykkönen,Finland,Ykkönen
65,20162017,France Ligue 1,France,Ligue 1
66,20142015,France Ligue 1,France,Ligue 1
67,20132014,France Ligue 1,France,Ligue 1
75,20152016,France Ligue 1,France,Ligue 1
180,20172018,France Ligue 1,France,Ligue 1
1508,20182019,France Ligue 1,France,Ligue 1
2392,20192020,France Ligue 1,France,Ligue 1
4127,20122013,France Ligue 1,France,Ligue 1
4136,20112012,France Ligue 1,France,Ligue 1
4193,20102011,France Ligue 1,France,Ligue 1
4199,20092010,France Ligue 1,France,Ligue 1
4505,20202021,France Ligue 1,France,Ligue 1
6019,20212022,France Ligue 1,France,Ligue 1
68,20162017,Italy Serie A,Italy,Serie A
69,20152016,Italy Serie A,Italy,Serie A
70,20142015,Italy Serie A,Italy,Serie A
71,20132014,Italy Serie A,Italy,Serie A
182,20172018,Italy Serie A,Italy,Serie A
1680,20182019,Italy Serie A,Italy,Serie A
2588,20192020,Italy Serie A,Italy,Serie A
3940,20112012,Italy Serie A,Italy,Serie A
3941,20082009,Italy Serie A,Italy,Serie A
3942,20092010,Italy Serie A,Italy,Serie A
3945,20122013,Italy Serie A,Italy,Serie A
4889,20202021,Italy Serie A,Italy,Serie A
6198,20212022,Italy Serie A,Italy,Serie A
73,20162017,France Ligue 2,France,Ligue 2
74,20152016,France Ligue 2,France,Ligue 2
76,20142015,France Ligue 2,France,Ligue 2
181,20172018,France Ligue 2,France,Ligue 2
1579,20182019,France Ligue 2,France,Ligue 2
2396,20192020,France Ligue 2,France,Ligue 2
4164,20132014,France Ligue 2,France,Ligue 2
4185,20122013,France Ligue 2,France,Ligue 2
4645,20202021,France Ligue 2,France,Ligue 2
6018,20212022,France Ligue 2,France,Ligue 2
77,20162017,Italy Serie B,Italy,Serie B
78,20152016,Italy Serie B,Italy,Serie B
79,20142015,Italy Serie B,Italy,Serie B
80,20132014,Italy Serie B,Italy,Serie B
81,20122013,Italy Serie B,Italy,Serie B
183,20172018,Italy Serie B,Italy,Serie B
1749,20182019,Italy Serie B,Italy,Serie B
2642,20192020,Italy Serie B,Italy,Serie B
3946,20092010,Italy Serie B,Italy,Serie B
3948,20102011,Italy Serie B,Italy,Serie B
3949,20112012,Italy Serie B,Italy,Serie B
4972,20202021,Italy Serie B,Italy,Serie B
6205,20212022,Italy Serie B,Italy,Serie B
82,20162017,Belgium Pro League,Belgium,Pro League
112,20152016,Belgium Pro League,Belgium,Pro League
184,20172018,Belgium Pro League,Belgium,Pro League
1537,20182019,Belgium Pro League,Belgium,Pro League
2262,20192020,Belgium Pro League,Belgium,Pro League
4567,20202021,Belgium Pro League,Belgium,Pro League
6079,20212022,Belgium Pro League,Belgium,Pro League
83,20162017,Germany 2. Bundesliga,Germany,2. Bundesliga
84,20152016,Germany 2. Bundesliga,Germany,2. Bundesliga
85,20142015,Germany 2. Bundesliga,Germany,2. Bundesliga
188,20172018,Germany 2. Bundesliga,Germany,2. Bundesliga
1578,20182019,Germany 2. Bundesliga,Germany,2. Bundesliga
4131,20132014,Germany 2. Bundesliga,Germany,2. Bundesliga
4168,20122013,Germany 2. Bundesliga,Germany,2. Bundesliga
4195,20112012,Germany 2. Bundesliga,Germany,2. Bundesliga
4200,20102011,Germany 2. Bundesliga,Germany,2. Bundesliga
4388,20192020,Germany 2. Bundesliga,Germany,2. Bundesliga
4676,20202021,Germany 2. Bundesliga,Germany,2. Bundesliga
6020,20212022,Germany 2. Bundesliga,Germany,2. Bundesliga
86,20162017,Germany 3. Liga,Germany,3. Liga
87,20152016,Germany 3. Liga,Germany,3. Liga
88,20142015,Germany 3. Liga,Germany,3. Liga
189,20172018,Germany 3. Liga,Germany,3. Liga
1563,20182019,Germany 3. Liga,Germany,3. Liga
4186,20132014,Germany 3. Liga,Germany,3. Liga
4386,20192020,Germany 3. Liga,Germany,3. Liga
4841,20202021,Germany 3. Liga,Germany,3. Liga
6041,20212022,Germany 3. Liga,Germany,3. Liga
89,20162017,Austria Bundesliga,Austria,Bundesliga
90,20152016,Austria Bundesliga,Austria,Bundesliga
91,20142015,Austria Bundesliga,Austria,Bundesliga
92,20132014,Austria Bundesliga,Austria,Bundesliga
190,20172018,Austria Bundesliga,Austria,Bundesliga
1556,20182019,Austria Bundesliga,Austria,Bundesliga
4384,20192020,Austria Bundesliga,Austria,Bundesliga
4861,20202021,Austria Bundesliga,Austria,Bundesliga
6008,20212022,Austria Bundesliga,Austria,Bundesliga
93,20162017,Austria 2. Liga,Austria,2. Liga
94,20152016,Austria 2. Liga,Austria,2. Liga
95,20142015,Austria 2. Liga,Austria,2. Liga
191,20172018,Austria 2. Liga,Austria,2. Liga
1550,20182019,Austria 2. Liga,Austria,2. Liga
2244,20192020,Austria 2. Liga,Austria,2. Liga
4860,20202021,Austria 2. Liga,Austria,2. Liga
6007,20212022,Austria 2. Liga,Austria,2. Liga
96,20162017,Australia A-League,Australia,A-League
97,20152016,Australia A-League,Australia,A-League
98,20142015,Australia A-League,Australia,A-League
99,20132014,Australia A-League,Australia,A-League
192,20172018,Australia A-League,Australia,A-League
1555,20182019,Australia A-League,Australia,A-League
2640,20192020,Australia A-League,Australia,A-League
4303,20122013,Australia A-League,Australia,A-League
4310,20112012,Australia A-League,Australia,A-League
4319,20102011,Australia A-League,Australia,A-League
4326,20092010,Australia A-League,Australia,A-League
5361,20202021,Australia A-League,Australia,A-League
6639,20212022,Australia A-League,Australia,A-League
100,2017,Brazil Serie A,Brazil,Serie A
101,2016,Brazil Serie A,Brazil,Serie A
580,2015,Brazil Serie A,Brazil,Serie A
581,2014,Brazil Serie A,Brazil,Serie A
582,2013,Brazil Serie A,Brazil,Serie A
1198,2018,Brazil Serie A,Brazil,Serie A
1936,2019,Brazil Serie A,Brazil,Serie A
3817,2020,Brazil Serie A,Brazil,Serie A
5713,2021,Brazil Serie A,Brazil,Serie A
102,2014,Brazil Serie B,Brazil,Serie B
103,2013,Brazil Serie B,Brazil,Serie B
113,2015,Brazil Serie B,Brazil,Serie B
193,2017,Brazil Serie B,Brazil,Serie B
1199,2018,Brazil Serie B,Brazil,Serie B
1937,2019,Brazil Serie B,Brazil,Serie B
4565,2020,Brazil Serie B,Brazil,Serie B
5721,2021,Brazil Serie B,Brazil,Serie B
5855,2016,Brazil Serie B,Brazil,Serie B
104,2017,Sweden Allsvenskan,Sweden,Allsvenskan
105,2016,Sweden Allsvenskan,Sweden,Allsvenskan
106,2015,Sweden Allsvenskan,Sweden,Allsvenskan
107,2014,Sweden Allsvenskan,Sweden,Allsvenskan
994,2018,Sweden Allsvenskan,Sweden,Allsvenskan
1848,2019,Sweden Allsvenskan,Sweden,Allsvenskan
3703,2020,Sweden Allsvenskan,Sweden,Allsvenskan
4307,2013,Sweden Allsvenskan,Sweden,Allsvenskan
4315,2011,Sweden Allsvenskan,Sweden,Allsvenskan
4329,2010,Sweden Allsvenskan,Sweden,Allsvenskan
5505,2021,Sweden Allsvenskan,Sweden,Allsvenskan
7064,2022,Sweden Allsvenskan,Sweden,Allsvenskan
108,2017,Sweden Superettan,Sweden,Superettan
109,2016,Sweden Superettan,Sweden,Superettan
110,2015,Sweden Superettan,Sweden,Superettan
111,2014,Sweden Superettan,Sweden,Superettan
995,2018,Sweden Superettan,Sweden,Superettan
1849,2019,Sweden Superettan,Sweden,Superettan
3704,2020,Sweden Superettan,Sweden,Superettan
5502,2021,Sweden Superettan,Sweden,Superettan
7065,2022,Sweden Superettan,Sweden,Superettan
114,20162017,Argentina Primera División,Argentina,Primera División
115,2016,Argentina Primera División,Argentina,Primera División
116,2015,Argentina Primera División,Argentina,Primera División
196,20172018,Argentina Primera División,Argentina,Primera División
1712,20182019,Argentina Primera División,Argentina,Primera División
2366,20192020,Argentina Primera División,Argentina,Primera División
5220,20202021,Argentina Primera División,Argentina,Primera División
5586,2021,Argentina Primera División,Argentina,Primera División
7011,2022,Argentina Primera División,Argentina,Primera División
117,20162017,Argentina Prim B Nacional,Argentina,Prim B Nacional
118,2016,Argentina Prim B Nacional,Argentina,Prim B Nacional
197,20172018,Argentina Prim B Nacional,Argentina,Prim B Nacional
1745,20182019,Argentina Prim B Nacional,Argentina,Prim B Nacional
3496,20192020,Argentina Prim B Nacional,Argentina,Prim B Nacional
5272,20202021,Argentina Prim B Nacional,Argentina,Prim B Nacional
5703,2021,Argentina Prim B Nacional,Argentina,Prim B Nacional
7032,2022,Argentina Prim B Nacional,Argentina,Prim B Nacional
119,2016,Argentina Prim B Metro,Argentina,Prim B Metro
198,20172018,Argentina Prim B Metro,Argentina,Prim B Metro
1479,20162017,Argentina Prim B Metro,Argentina,Prim B Metro
1744,20182019,Argentina Prim B Metro,Argentina,Prim B Metro
2450,20192020,Argentina Prim B Metro,Argentina,Prim B Metro
5584,2021,Argentina Prim B Metro,Argentina,Prim B Metro
7007,2022,Argentina Prim B Metro,Argentina,Prim B Metro
120,20162017,Poland 1. Liga,Poland,1. Liga
121,20132014,Poland 1. Liga,Poland,1. Liga
199,20172018,Poland 1. Liga,Poland,1. Liga
220,20152016,Poland 1. Liga,Poland,1. Liga
221,20142015,Poland 1. Liga,Poland,1. Liga
1590,20182019,Poland 1. Liga,Poland,1. Liga
2264,20192020,Poland 1. Liga,Poland,1. Liga
3976,20112012,Poland 1. Liga,Poland,1. Liga
3977,20102011,Poland 1. Liga,Poland,1. Liga
3978,20122013,Poland 1. Liga,Poland,1. Liga
3979,20092010,Poland 1. Liga,Poland,1. Liga
4763,20202021,Poland 1. Liga,Poland,1. Liga
6110,20212022,Poland 1. Liga,Poland,1. Liga
122,20162017,Poland 2. Liga,Poland,2. Liga
123,20142015,Poland 2. Liga,Poland,2. Liga
200,20172018,Poland 2. Liga,Poland,2. Liga
222,20152016,Poland 2. Liga,Poland,2. Liga
1591,20182019,Poland 2. Liga,Poland,2. Liga
2265,20192020,Poland 2. Liga,Poland,2. Liga
4765,20202021,Poland 2. Liga,Poland,2. Liga
6297,20212022,Poland 2. Liga,Poland,2. Liga
124,2016,Belarus Vysheyshaya Liga,Belarus,Vysheyshaya Liga
125,2015,Belarus Vysheyshaya Liga,Belarus,Vysheyshaya Liga
126,2014,Belarus Vysheyshaya Liga,Belarus,Vysheyshaya Liga
151,2017,Belarus Vysheyshaya Liga,Belarus,Vysheyshaya Liga
248,2013,Belarus Vysheyshaya Liga,Belarus,Vysheyshaya Liga
249,2012,Belarus Vysheyshaya Liga,Belarus,Vysheyshaya Liga
1116,2018,Belarus Vysheyshaya Liga,Belarus,Vysheyshaya Liga
1917,2019,Belarus Vysheyshaya Liga,Belarus,Vysheyshaya Liga
3811,2020,Belarus Vysheyshaya Liga,Belarus,Vysheyshaya Liga
5589,2021,Belarus Vysheyshaya Liga,Belarus,Vysheyshaya Liga
127,2016,China Chinese Super League,China,Chinese Super League
128,2015,China Chinese Super League,China,Chinese Super League
129,2014,China Chinese Super League,China,Chinese Super League
152,2017,China Chinese Super League,China,Chinese Super League
1072,2018,China Chinese Super League,China,Chinese Super League
1871,2019,China Chinese Super League,China,Chinese Super League
4306,2013,China Chinese Super League,China,Chinese Super League
4313,2012,China Chinese Super League,China,Chinese Super League
4330,2011,China Chinese Super League,China,Chinese Super League
4337,2010,China Chinese Super League,China,Chinese Super League
4382,2020,China Chinese Super League,China,Chinese Super League
5728,2021,China Chinese Super League,China,Chinese Super League
130,2016,Japan J2 League,Japan,J2 League
131,2015,Japan J2 League,Japan,J2 League
132,2014,Japan J2 League,Japan,J2 League
153,2017,Japan J2 League,Japan,J2 League
1073,2018,Japan J2 League,Japan,J2 League
1865,2019,Japan J2 League,Japan,J2 League
3684,2020,Japan J2 League,Japan,J2 League
5495,2021,Japan J2 League,Japan,J2 League
6936,2022,Japan J2 League,Japan,J2 League
133,20162017,Armenia Armenian Premier League,Armenia,Armenian Premier League
134,20142015,Armenia Armenian Premier League,Armenia,Armenian Premier League
135,20132014,Armenia Armenian Premier League,Armenia,Armenian Premier League
185,20172018,Armenia Armenian Premier League,Armenia,Armenian Premier League
216,20152016,Armenia Armenian Premier League,Armenia,Armenian Premier League
1671,20182019,Armenia Armenian Premier League,Armenia,Armenian Premier League
2403,20192020,Armenia Armenian Premier League,Armenia,Armenian Premier League
4613,20202021,Armenia Armenian Premier League,Armenia,Armenian Premier League
6151,20212022,Armenia Armenian Premier League,Armenia,Armenian Premier League
136,20162017,Switzerland Super League,Switzerland,Super League
137,20152016,Switzerland Super League,Switzerland,Super League
138,20142015,Switzerland Super League,Switzerland,Super League
139,20132014,Switzerland Super League,Switzerland,Super League
140,20122013,Switzerland Super League,Switzerland,Super League
186,20172018,Switzerland Super League,Switzerland,Super League
1610,20182019,Switzerland Super League,Switzerland,Super League
2249,20192020,Switzerland Super League,Switzerland,Super League
4906,20202021,Switzerland Super League,Switzerland,Super League
6044,20212022,Switzerland Super League,Switzerland,Super League
141,20162017,Switzerland Challenge League,Switzerland,Challenge League
142,20142015,Switzerland Challenge League,Switzerland,Challenge League
187,20172018,Switzerland Challenge League,Switzerland,Challenge League
219,20152016,Switzerland Challenge League,Switzerland,Challenge League
1611,20182019,Switzerland Challenge League,Switzerland,Challenge League
2250,20192020,Switzerland Challenge League,Switzerland,Challenge League
4907,20202021,Switzerland Challenge League,Switzerland,Challenge League
6034,20212022,Switzerland Challenge League,Switzerland,Challenge League
143,20162017,Azerbaijan Premyer Liqası,Azerbaijan,Premyer Liqası
144,20152016,Azerbaijan Premyer Liqası,Azerbaijan,Premyer Liqası
145,20142015,Azerbaijan Premyer Liqası,Azerbaijan,Premyer Liqası
146,20132014,Azerbaijan Premyer Liqası,Azerbaijan,Premyer Liqası
194,20172018,Azerbaijan Premyer Liqası,Azerbaijan,Premyer Liqası
1713,20182019,Azerbaijan Premyer Liqası,Azerbaijan,Premyer Liqası
2641,20192020,Azerbaijan Premyer Liqası,Azerbaijan,Premyer Liqası
4754,20202021,Azerbaijan Premyer Liqası,Azerbaijan,Premyer Liqası
6221,20212022,Azerbaijan Premyer Liqası,Azerbaijan,Premyer Liqası
147,20162017,Russia Russian Premier League,Russia,Russian Premier League
148,20152016,Russia Russian Premier League,Russia,Russian Premier League
149,20142015,Russia Russian Premier League,Russia,Russian Premier League
150,20132014,Russia Russian Premier League,Russia,Russian Premier League
195,20172018,Russia Russian Premier League,Russia,Russian Premier League
1597,20182019,Russia Russian Premier League,Russia,Russian Premier League
2240,20192020,Russia Russian Premier League,Russia,Russian Premier League
4643,20202021,Russia Russian Premier League,Russia,Russian Premier League
5934,20212022,Russia Russian Premier League,Russia,Russian Premier League
154,2017,China China League One,China,China League One
155,2016,China China League One,China,China League One
156,2015,China China League One,China,China League One
160,2013,China China League One,China,China League One
1178,2018,China China League One,China,China League One
1919,2019,China China League One,China,China League One
4843,2020,China China League One,China,China League One
5729,2021,China China League One,China,China League One
162,2017,Japan J1 League,Japan,J1 League
250,2016,Japan J1 League,Japan,J1 League
251,2015,Japan J1 League,Japan,J1 League
252,2014,Japan J1 League,Japan,J1 League
253,2013,Japan J1 League,Japan,J1 League
254,2012,Japan J1 League,Japan,J1 League
1071,2018,Japan J1 League,Japan,J1 League
1864,2019,Japan J1 League,Japan,J1 League
3686,2020,Japan J1 League,Japan,J1 League
5434,2021,Japan J1 League,Japan,J1 League
6935,2022,Japan J1 League,Japan,J1 League
174,20172018,Portugal LigaPro,Portugal,LigaPro
965,20162017,Portugal LigaPro,Portugal,LigaPro
966,20152016,Portugal LigaPro,Portugal,LigaPro
1594,20182019,Portugal LigaPro,Portugal,LigaPro
2320,20192020,Portugal LigaPro,Portugal,LigaPro
4284,20142015,Portugal LigaPro,Portugal,LigaPro
4291,20122013,Portugal LigaPro,Portugal,LigaPro
4309,20102011,Portugal LigaPro,Portugal,LigaPro
4322,20092010,Portugal LigaPro,Portugal,LigaPro
4886,20202021,Portugal LigaPro,Portugal,LigaPro
6116,20212022,Portugal LigaPro,Portugal,LigaPro
201,20172018,Switzerland 1. Liga Promotion,Switzerland,1. Liga Promotion
213,20162017,Switzerland 1. Liga Promotion,Switzerland,1. Liga Promotion
214,20152016,Switzerland 1. Liga Promotion,Switzerland,1. Liga Promotion
215,20142015,Switzerland 1. Liga Promotion,Switzerland,1. Liga Promotion
217,20132014,Switzerland 1. Liga Promotion,Switzerland,1. Liga Promotion
1612,20182019,Switzerland 1. Liga Promotion,Switzerland,1. Liga Promotion
2330,20192020,Switzerland 1. Liga Promotion,Switzerland,1. Liga Promotion
4633,20202021,Switzerland 1. Liga Promotion,Switzerland,1. Liga Promotion
